timestamp,open,high,low,close,volume
2023-01-02T09:30:00,200.0,203.57,192.74,192.87,3931053
2023-01-03T09:30:00,192.87,196.54,184.39,185.6,5570612
2023-01-04T09:30:00,185.6,192.23,183.61,191.55,6251913
2023-01-05T09:30:00,191.55,193.03,188.48,191.99,1975133
2023-01-06T09:30:00,191.99,196.76,190.75,193.48,4792901
2023-01-09T09:30:00,193.48,194.27,170.73,175.12,6495836
2023-01-10T09:30:00,175.12,177.08,163.83,166.9,2431393
2023-01-11T09:30:00,166.9,173.17,164.46,171.06,4299015
2023-01-12T09:30:00,171.06,173.71,169.68,171.08,3391155
2023-01-13T09:30:00,171.08,184.64,168.33,179.55,6033302
2023-01-16T09:30:00,179.55,183.23,168.33,175.84,4763833
2023-01-17T09:30:00,175.84,183.82,172.3,176.97,3720499
2023-01-18T09:30:00,176.97,177.73,174.53,175.76,4563249
2023-01-19T09:30:00,175.76,181.43,167.34,169.35,3357183
2023-01-20T09:30:00,169.35,177.18,167.79,174.63,5550836
2023-01-23T09:30:00,174.63,175.37,168.16,173.14,3826101
2023-01-24T09:30:00,173.14,184.24,172.36,182.01,4837580
2023-01-25T09:30:00,182.01,186.39,179.08,180.23,1786096
2023-01-26T09:30:00,180.23,185.17,172.08,175.07,3405823
2023-01-27T09:30:00,175.07,189.73,174.01,183.69,5092721
2023-01-30T09:30:00,183.69,183.77,177.62,178.5,1993354
2023-01-31T09:30:00,178.5,187.62,175.03,185.45,5731589
2023-02-01T09:30:00,185.45,193.79,181.68,192.6,5882561
2023-02-02T09:30:00,192.6,199.4,186.42,197.25,3745992
2023-02-03T09:30:00,197.25,198.91,187.33,188.77,5124645
2023-02-06T09:30:00,188.77,193.37,184.63,184.71,2449833
2023-02-07T09:30:00,184.71,199.21,180.98,196.25,2235256
2023-02-08T09:30:00,196.25,215.57,193.62,212.24,4594353
2023-02-09T09:30:00,212.24,215.28,207.17,207.93,2740450
2023-02-10T09:30:00,207.93,209.81,203.57,206.93,4660516
2023-02-13T09:30:00,206.93,216.17,206.17,215.88,6347850
2023-02-14T09:30:00,215.88,218.66,209.35,217.97,1815002
2023-02-15T09:30:00,217.97,227.38,216.86,218.83,5174527
2023-02-16T09:30:00,218.83,222.56,217.12,220.75,4886420
2023-02-17T09:30:00,220.75,222.06,220.01,221.4,2972518
2023-02-20T09:30:00,221.4,225.31,216.68,217.38,4847886
2023-02-21T09:30:00,217.38,218.08,208.46,211.7,3816922
2023-02-22T09:30:00,211.7,221.16,201.58,210.77,4087923
2023-02-23T09:30:00,210.77,211.54,204.89,210.28,1210028
2023-02-24T09:30:00,210.28,210.33,202.67,204.11,2381675
2023-02-27T09:30:00,204.11,212.46,198.49,206.89,1175975
2023-02-28T09:30:00,206.89,216.53,204.42,210.86,4506621
2023-03-01T09:30:00,210.86,223.44,210.32,218.3,6273581
2023-03-02T09:30:00,218.3,221.51,214.16,217.03,2747715
2023-03-03T09:30:00,217.03,217.4,199.56,203.42,5702440
2023-03-06T09:30:00,203.42,205.98,197.62,198.12,3907648
2023-03-07T09:30:00,198.12,209.19,197.85,208.08,7316618
2023-03-08T09:30:00,208.08,211.77,205.12,205.8,2940956
2023-03-09T09:30:00,205.8,206.59,204.21,205.76,2271936
2023-03-10T09:30:00,205.76,206.75,187.76,198.72,4164566
2023-03-13T09:30:00,198.72,200.12,198.09,198.28,4515703
2023-03-14T09:30:00,198.28,216.02,197.7,206.14,6955229
2023-03-15T09:30:00,206.14,208.46,200.47,205.26,1426073
2023-03-16T09:30:00,205.26,205.89,193.29,198.05,5193862
2023-03-17T09:30:00,198.05,201.66,189.23,189.63,2338667
2023-03-20T09:30:00,189.63,198.24,188.17,195.22,4581799
2023-03-21T09:30:00,195.22,199.5,190.01,190.57,4048768
2023-03-22T09:30:00,190.57,195.65,188.23,194.6,1913236
2023-03-23T09:30:00,194.6,200.27,188.19,190.21,5897716
2023-03-24T09:30:00,190.21,192.32,189.3,189.62,5066387
2023-03-27T09:30:00,189.62,190.5,181.39,185.56,4879003
2023-03-28T09:30:00,185.56,191.8,183.36,189.36,5650839
2023-03-29T09:30:00,189.36,191.25,185.1,190.51,2890383
2023-03-30T09:30:00,190.51,211.4,184.56,209.12,8790597
2023-03-31T09:30:00,209.12,230.9,208.04,224.46,2509463
2023-04-03T09:30:00,224.46,240.66,223.69,239.91,6022206
2023-04-04T09:30:00,239.91,244.29,225.5,230.22,2763502
2023-04-05T09:30:00,230.22,231.88,218.32,222.19,5240922
2023-04-06T09:30:00,222.19,225.46,219.35,223.1,3877151
2023-04-07T09:30:00,223.1,229.23,208.89,214.87,4191770
2023-04-10T09:30:00,214.87,215.29,209.18,209.82,1312797
2023-04-11T09:30:00,209.82,227.89,205.17,218.34,2719268
2023-04-12T09:30:00,218.34,231.35,217.04,217.12,5163135
2023-04-13T09:30:00,217.12,221.6,212.64,213.93,4114858
2023-04-14T09:30:00,213.93,214.17,203.38,206.38,3650220
2023-04-17T09:30:00,206.38,208.97,200.81,208.04,4815786
2023-04-18T09:30:00,208.04,210.5,197.69,202.79,4370829
2023-04-19T09:30:00,202.79,208.45,192.95,194.2,5628511
2023-04-20T09:30:00,194.2,201.02,187.26,196.38,1310442
2023-04-21T09:30:00,196.38,202.98,194.34,200.81,3989647
2023-04-24T09:30:00,200.81,204.8,186.16,190.45,5525122
2023-04-25T09:30:00,190.45,192.86,186.65,187.22,3326851
2023-04-26T09:30:00,187.22,189.12,180.22,182.12,3526784
2023-04-27T09:30:00,182.12,184.37,167.43,174.98,5420548
2023-04-28T09:30:00,174.98,175.18,169.33,171.14,4915086
2023-05-01T09:30:00,171.14,173.29,164.57,164.58,4780459
2023-05-02T09:30:00,164.58,176.04,162.33,173.99,4544567
2023-05-03T09:30:00,173.99,183.31,173.39,179.41,6243698
2023-05-04T09:30:00,179.41,181.75,175.71,178.31,4141191
2023-05-05T09:30:00,178.31,183.22,173.79,179.84,1833407
2023-05-08T09:30:00,179.84,181.66,176.18,179.13,2622052
2023-05-09T09:30:00,179.13,189.26,176.27,184.3,5215820
2023-05-10T09:30:00,184.3,190.89,180.88,186.57,2916275
2023-05-11T09:30:00,186.57,188.77,183.71,184.33,2695007
2023-05-12T09:30:00,184.33,186.49,170.3,174.42,2690373
2023-05-15T09:30:00,174.42,185.97,173.3,185.82,3790009
2023-05-16T09:30:00,185.82,191.74,176.4,181.2,1864851
2023-05-17T09:30:00,181.2,192.12,175.71,184.58,1204555
2023-05-18T09:30:00,184.58,186.55,173.69,180.55,3995794
2023-05-19T09:30:00,180.55,186.0,175.93,184.22,3693293
2023-05-22T09:30:00,184.22,189.91,180.48,184.99,1388475
2023-05-23T09:30:00,184.99,186.5,184.73,186.16,4998434
2023-05-24T09:30:00,186.16,187.68,170.12,176.28,1844932
2023-05-25T09:30:00,176.28,176.75,170.58,171.64,3112656
2023-05-26T09:30:00,171.64,186.42,168.37,184.76,3973574
2023-05-29T09:30:00,184.76,185.53,171.26,172.55,2419215
2023-05-30T09:30:00,172.55,173.63,166.64,168.82,4744041
2023-05-31T09:30:00,168.82,170.19,156.67,160.65,4983772
2023-06-01T09:30:00,160.65,167.03,154.11,163.78,1662027
2023-06-02T09:30:00,163.78,164.12,153.83,156.58,6860456
2023-06-05T09:30:00,156.58,157.39,151.38,154.9,2467690
2023-06-06T09:30:00,154.9,159.95,154.61,158.37,5636210
2023-06-07T09:30:00,158.37,162.2,152.4,157.2,3830419
2023-06-08T09:30:00,157.2,161.02,154.27,155.72,3980786
2023-06-09T09:30:00,155.72,155.96,152.43,153.11,5027226
2023-06-12T09:30:00,153.11,155.62,144.68,144.89,5461348
2023-06-13T09:30:00,144.89,149.36,141.28,147.49,5767647
2023-06-14T09:30:00,147.49,150.1,141.07,143.76,3984873
2023-06-15T09:30:00,143.76,147.11,140.78,142.89,2095106
2023-06-16T09:30:00,142.89,144.94,124.74,131.83,1786014
2023-06-19T09:30:00,131.83,138.25,130.58,136.19,2487522
2023-06-20T09:30:00,136.19,139.29,118.65,127.67,4447515
2023-06-21T09:30:00,127.67,132.92,127.06,132.23,5003170
2023-06-22T09:30:00,132.23,132.88,126.82,128.81,5429185
