timestamp,open,high,low,close,volume
2023-01-02T09:30:00,250.0,250.6,248.88,249.79,4934399
2023-01-03T09:30:00,249.79,257.6,249.6,255.72,4565750
2023-01-04T09:30:00,255.72,256.45,246.57,250.65,3550732
2023-01-05T09:30:00,250.65,251.24,243.43,247.44,2693146
2023-01-06T09:30:00,247.44,252.24,247.37,250.12,4532267
2023-01-09T09:30:00,250.12,254.09,248.51,253.1,4285889
2023-01-10T09:30:00,253.1,254.75,250.1,253.33,4509378
2023-01-11T09:30:00,253.33,255.16,244.93,245.79,3479081
2023-01-12T09:30:00,245.79,247.03,243.28,244.52,2146281
2023-01-13T09:30:00,244.52,249.82,244.43,247.63,3238800
2023-01-16T09:30:00,247.63,253.52,246.48,247.99,1063205
2023-01-17T09:30:00,247.99,255.02,245.88,254.86,2542961
2023-01-18T09:30:00,254.86,257.53,254.04,257.09,3379655
2023-01-19T09:30:00,257.09,265.97,254.84,261.61,4973149
2023-01-20T09:30:00,261.61,262.7,259.14,260.84,3683944
2023-01-23T09:30:00,260.84,261.91,253.21,258.97,3221133
2023-01-24T09:30:00,258.97,266.72,257.06,263.49,3880885
2023-01-25T09:30:00,263.49,266.9,258.51,260.57,4848536
2023-01-26T09:30:00,260.57,261.98,258.91,258.98,4946323
2023-01-27T09:30:00,258.98,267.58,256.21,266.9,4198380
2023-01-30T09:30:00,266.9,267.82,265.66,266.45,3352371
2023-01-31T09:30:00,266.45,267.77,264.96,265.88,3319889
2023-02-01T09:30:00,265.88,270.24,264.7,268.5,2044831
2023-02-02T09:30:00,268.5,269.08,265.56,268.3,4805542
2023-02-03T09:30:00,268.3,268.59,256.96,259.64,3856853
2023-02-06T09:30:00,259.64,264.14,258.48,261.37,4075185
2023-02-07T09:30:00,261.37,267.68,257.93,264.11,4561572
2023-02-08T09:30:00,264.11,269.73,263.2,269.54,3348031
2023-02-09T09:30:00,269.54,270.27,263.02,268.66,1331480
2023-02-10T09:30:00,268.66,271.38,268.11,268.35,2229530
2023-02-13T09:30:00,268.35,270.59,260.86,261.51,4654758
2023-02-14T09:30:00,261.51,263.73,248.16,248.65,7069153
2023-02-15T09:30:00,248.65,251.69,240.3,242.07,4886296
2023-02-16T09:30:00,242.07,246.39,238.84,239.82,1702036
2023-02-17T09:30:00,239.82,241.46,236.49,237.65,3510334
2023-02-20T09:30:00,237.65,246.74,233.39,242.52,5425517
2023-02-21T09:30:00,242.52,243.57,241.55,243.56,3423431
2023-02-22T09:30:00,243.56,251.87,242.58,249.91,2475655
2023-02-23T09:30:00,249.91,252.15,249.06,250.08,4067615
2023-02-24T09:30:00,250.08,260.7,249.51,260.64,5360621
2023-02-27T09:30:00,260.64,262.58,253.45,253.75,2356843
2023-02-28T09:30:00,253.75,256.55,252.06,253.31,2922279
2023-03-01T09:30:00,253.31,255.36,244.12,247.61,3292590
2023-03-02T09:30:00,247.61,252.51,246.57,249.91,4551500
2023-03-03T09:30:00,249.91,251.6,248.05,251.02,4617129
2023-03-06T09:30:00,251.02,253.59,249.53,251.02,3423333
2023-03-07T09:30:00,251.02,252.97,244.81,245.61,1946097
2023-03-08T09:30:00,245.61,251.8,245.37,249.09,3122287
2023-03-09T09:30:00,249.09,249.85,244.33,248.7,4900215
2023-03-10T09:30:00,248.7,250.23,242.9,245.87,3710348
2023-03-13T09:30:00,245.87,246.03,231.19,234.12,6348769
2023-03-14T09:30:00,234.12,237.33,231.46,231.96,2962868
2023-03-15T09:30:00,231.96,236.1,231.89,234.45,5052979
2023-03-16T09:30:00,234.45,235.09,225.73,229.77,1926245
2023-03-17T09:30:00,229.77,237.38,224.76,233.01,3808448
2023-03-20T09:30:00,233.01,235.05,228.52,228.9,2434271
2023-03-21T09:30:00,228.9,233.58,225.38,230.71,1497520
2023-03-22T09:30:00,230.71,234.52,226.17,227.03,1410471
2023-03-23T09:30:00,227.03,230.06,223.1,226.41,1837840
2023-03-24T09:30:00,226.41,227.32,219.01,221.5,4642853
2023-03-27T09:30:00,221.5,222.33,216.14,217.35,5716240
2023-03-28T09:30:00,217.35,221.93,214.42,214.86,4580341
2023-03-29T09:30:00,214.86,231.61,213.43,226.22,5404779
2023-03-30T09:30:00,226.22,227.3,224.26,226.71,2047348
2023-03-31T09:30:00,226.71,227.85,218.33,220.12,3235405
2023-04-03T09:30:00,220.12,224.23,218.38,223.55,5434158
2023-04-04T09:30:00,223.55,223.56,219.57,221.8,4874844
2023-04-05T09:30:00,221.8,222.38,220.15,221.37,2358128
2023-04-06T09:30:00,221.37,222.69,216.87,217.06,2500852
2023-04-07T09:30:00,217.06,221.78,216.21,219.31,4435841
2023-04-10T09:30:00,219.31,219.87,216.5,217.42,4881714
2023-04-11T09:30:00,217.42,220.93,214.95,220.86,5741708
2023-04-12T09:30:00,220.86,222.27,217.49,219.73,3880702
2023-04-13T09:30:00,219.73,219.88,208.44,210.54,5778091
2023-04-14T09:30:00,210.54,212.38,210.13,211.26,5013258
2023-04-17T09:30:00,211.26,215.71,203.39,207.02,1496553
2023-04-18T09:30:00,207.02,207.56,197.1,200.06,1608059
2023-04-19T09:30:00,200.06,203.31,198.21,203.14,5230289
2023-04-20T09:30:00,203.14,203.64,201.54,202.28,3035015
2023-04-21T09:30:00,202.28,206.23,200.48,204.44,4202019
2023-04-24T09:30:00,204.44,213.66,204.27,211.96,4420949
