timestamp,open,high,low,close,volume
2023-01-02T09:30:00,400.0,400.88,393.37,393.49,2796749
2023-01-03T09:30:00,393.49,396.94,392.92,392.95,4623122
2023-01-04T09:30:00,392.95,394.97,390.86,392.73,2776560
2023-01-05T09:30:00,392.73,406.6,392.69,405.74,2126374
2023-01-06T09:30:00,405.74,406.79,400.74,405.31,3213907
2023-01-09T09:30:00,405.31,409.73,397.81,400.46,3272304
2023-01-10T09:30:00,400.46,402.7,399.4,402.54,4669588
2023-01-11T09:30:00,402.54,406.64,400.55,404.08,1309541
2023-01-12T09:30:00,404.08,406.57,392.53,392.68,2976330
2023-01-13T09:30:00,392.68,398.54,391.63,396.41,4915751
2023-01-16T09:30:00,396.41,398.48,395.98,396.11,1864391
2023-01-17T09:30:00,396.11,400.73,393.03,398.04,1528217
2023-01-18T09:30:00,398.04,400.92,395.66,399.72,3385111
2023-01-19T09:30:00,399.72,403.44,396.53,400.84,2976395
2023-01-20T09:30:00,400.84,402.6,398.55,399.57,4000564
2023-01-23T09:30:00,399.57,402.83,396.04,401.57,3707253
2023-01-24T09:30:00,401.57,411.69,401.08,410.52,2496001
2023-01-25T09:30:00,410.52,414.94,410.03,412.5,1263575
2023-01-26T09:30:00,412.5,414.23,410.27,410.89,2801696
2023-01-27T09:30:00,410.89,412.82,408.4,410.9,3308149
2023-01-30T09:30:00,410.9,413.73,410.45,410.99,1052380
2023-01-31T09:30:00,410.99,414.97,406.9,408.52,2048505
2023-02-01T09:30:00,408.52,418.21,406.11,414.82,4275549
2023-02-02T09:30:00,414.82,422.84,413.15,419.95,5447963
2023-02-03T09:30:00,419.95,420.93,414.96,420.44,2893282
2023-02-06T09:30:00,420.44,425.23,419.41,424.82,5027513
2023-02-07T09:30:00,424.82,429.11,422.09,427.09,1795801
2023-02-08T09:30:00,427.09,431.12,425.84,428.69,4189373
2023-02-09T09:30:00,428.69,429.07,427.13,427.78,1940870
2023-02-10T09:30:00,427.78,429.5,423.86,424.98,3058751
2023-02-13T09:30:00,424.98,426.52,423.57,426.07,2295259
2023-02-14T09:30:00,426.07,431.36,423.5,423.54,3187824
2023-02-15T09:30:00,423.54,428.22,422.44,427.44,5144677
2023-02-16T09:30:00,427.44,430.7,425.59,430.13,4638539
2023-02-17T09:30:00,430.13,430.27,426.21,429.23,3075019
2023-02-20T09:30:00,429.23,437.68,428.41,434.79,5454118
2023-02-21T09:30:00,434.79,435.71,430.59,430.67,3836871
2023-02-22T09:30:00,430.67,433.0,425.28,431.93,4390622
2023-02-23T09:30:00,431.93,436.56,427.81,430.2,3587915
2023-02-24T09:30:00,430.2,438.13,430.18,431.14,1451195
2023-02-27T09:30:00,431.14,433.2,426.67,431.28,4104547
2023-02-28T09:30:00,431.28,439.43,426.47,429.44,2002133
2023-03-01T09:30:00,429.44,432.8,412.01,416.48,5916884
2023-03-02T09:30:00,416.48,424.97,414.85,424.11,2761085
2023-03-03T09:30:00,424.11,430.63,423.58,426.91,4199067
2023-03-06T09:30:00,426.91,428.89,423.71,426.37,1616402
2023-03-07T09:30:00,426.37,427.01,418.17,423.41,3277489
2023-03-08T09:30:00,423.41,424.93,422.29,422.7,1178548
2023-03-09T09:30:00,422.7,426.9,422.1,425.9,1078737
2023-03-10T09:30:00,425.9,433.87,422.83,432.11,5021946
2023-03-13T09:30:00,432.11,440.87,427.75,437.82,2668576
2023-03-14T09:30:00,437.82,439.2,432.42,432.96,4394962
2023-03-15T09:30:00,432.96,443.09,430.02,440.83,1541183
2023-03-16T09:30:00,440.83,445.25,427.87,432.28,3174598
2023-03-17T09:30:00,432.28,433.49,425.25,428.34,4443100
2023-03-20T09:30:00,428.34,445.46,426.9,441.02,3944329
2023-03-21T09:30:00,441.02,442.34,435.19,439.17,5101238
2023-03-22T09:30:00,439.17,441.04,436.06,437.67,3920404
2023-03-23T09:30:00,437.67,438.54,433.6,435.0,1627991
2023-03-24T09:30:00,435.0,442.62,434.86,442.55,4629665
2023-03-27T09:30:00,442.55,448.51,435.68,447.66,1266975
2023-03-28T09:30:00,447.66,448.64,445.12,447.25,4432649
2023-03-29T09:30:00,447.25,451.44,441.48,451.06,1725087
2023-03-30T09:30:00,451.06,451.59,445.12,446.06,2726741
2023-03-31T09:30:00,446.06,449.55,445.19,449.37,4268890
2023-04-03T09:30:00,449.37,451.47,444.12,447.93,2485613
2023-04-04T09:30:00,447.93,448.62,444.03,444.03,2257077
2023-04-05T09:30:00,444.03,447.1,439.89,446.12,1258393
2023-04-06T09:30:00,446.12,448.97,434.27,439.65,3512869
2023-04-07T09:30:00,439.65,441.46,435.97,437.62,2693012
2023-04-10T09:30:00,437.62,444.34,435.12,442.53,4317787
2023-04-11T09:30:00,442.53,442.98,433.97,436.81,4914730
2023-04-12T09:30:00,436.81,441.2,434.11,439.38,1388296
2023-04-13T09:30:00,439.38,454.35,434.76,451.26,2127561
2023-04-14T09:30:00,451.26,454.64,449.62,450.58,3544120
2023-04-17T09:30:00,450.58,456.27,448.71,449.24,4072316
2023-04-18T09:30:00,449.24,463.25,446.36,461.97,2128961
2023-04-19T09:30:00,461.97,474.48,461.15,472.08,2190193
2023-04-20T09:30:00,472.08,474.02,463.0,466.11,4247382
2023-04-21T09:30:00,466.11,466.52,461.06,463.06,1287229
2023-04-24T09:30:00,463.06,465.25,456.75,457.67,1134401
2023-04-25T09:30:00,457.67,459.92,456.66,457.86,3792892
2023-04-26T09:30:00,457.86,460.09,451.99,453.51,4026168
2023-04-27T09:30:00,453.51,456.02,452.42,455.72,4760405
2023-04-28T09:30:00,455.72,466.22,450.02,462.99,2447977
2023-05-01T09:30:00,462.99,468.16,461.1,465.22,1861098
2023-05-02T09:30:00,465.22,467.2,461.22,461.54,3069298
2023-05-03T09:30:00,461.54,465.12,461.11,463.18,2201739
2023-05-04T09:30:00,463.18,463.8,459.93,460.34,4034989
2023-05-05T09:30:00,460.34,462.26,455.23,458.08,4377646
2023-05-08T09:30:00,458.08,459.95,449.57,452.27,3105378
2023-05-09T09:30:00,452.27,456.31,443.06,443.93,5836755
2023-05-10T09:30:00,443.93,444.79,432.1,433.15,5948798
